iso3;country;residence_type;service_type;year;uncorrected_coverage;population;service_level;coverage
BRA;Brazil;urban;Drinking water;2021;0.17786;33.285.419.146;Surface water;0.0017786
BRA;Brazil;urban;Drinking water;2021;0;0;Unimproved;0
BRA;Brazil;urban;Drinking water;2022;1.096.576;206.724.002.476;Basic service;0.1096576
BRA;Brazil;urban;Drinking water;2022;0;0;Limited service;0
BRA;Brazil;urban;Drinking water;2022;8.885.638;16.751.002.832.058;Safely managed service;0.8885638
BRA;Brazil;urban;Drinking water;2022;0.17786;33.529.887.914;Surface water;0.0017786
BRA;Brazil;urban;Drinking water;2022;0;0;Unimproved;0
CHL;Chile;urban;Drinking water;2000;115.795;15.300.904.826;Basic service;0.115795
CHL;Chile;urban;Drinking water;2000;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2000;979.428;1.294.192.061.829;Safely managed service;0.979428
CHL;Chile;urban;Drinking water;2000;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2000;0.89925;11.882.433.076;Unimproved;0.0089925
CHL;Chile;urban;Drinking water;2001;10.914;14.632.361.108;Basic service;0.10914
CHL;Chile;urban;Drinking water;2001;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2001;9.805.993;1.314.686.792.551;Safely managed service;0.9805993
CHL;Chile;urban;Drinking water;2001;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2001;0.84867;11.378.145.574;Unimproved;0.0084867
CHL;Chile;urban;Drinking water;2002;102.478;13.928.531.122;Basic service;0.102478
CHL;Chile;urban;Drinking water;2002;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2002;9.817.712;1.334.400.280.436;Safely managed service;0.9817712
CHL;Chile;urban;Drinking water;2002;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2002;0.7981;10.847.588.116;Unimproved;0.007981
CHL;Chile;urban;Drinking water;2003;0.95809;13.168.231.291;Basic service;0.0095809
CHL;Chile;urban;Drinking water;2003;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2003;9.829.439;1.350.987.441.634;Safely managed service;0.9829439
CHL;Chile;urban;Drinking water;2003;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2003;0.74753;10.274.227.343;Unimproved;0.0074753
CHL;Chile;urban;Drinking water;2004;0.89133;12.381.951.481;Basic service;0.0089133
CHL;Chile;urban;Drinking water;2004;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2004;9.841.172;1.367.094.371.729;Safely managed service;0.9841172
CHL;Chile;urban;Drinking water;2004;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2004;0.69695;9.681.776.983;Unimproved;0.0069695
CHL;Chile;urban;Drinking water;2005;0.8245;11.573.855.641;Basic service;0.008245
CHL;Chile;urban;Drinking water;2005;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2005;9.852.912;1.383.094.647.889;Safely managed service;0.9852912
CHL;Chile;urban;Drinking water;2005;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2005;0.64638;9.073.496.729;Unimproved;0.0064638
CHL;Chile;urban;Drinking water;2006;0.7576;10.746.820.541;Basic service;0.007576
CHL;Chile;urban;Drinking water;2006;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2006;9.864.659;1.399.328.714.469;Safely managed service;0.9864659
CHL;Chile;urban;Drinking water;2006;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2006;0.59581;8.451.664.619;Unimproved;0.0059581
CHL;Chile;urban;Drinking water;2007;0.71679;10.274.967.687;Basic service;0.0071679
CHL;Chile;urban;Drinking water;2007;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2007;9.873.797;1.415.371.636.987;Safely managed service;0.9873797
CHL;Chile;urban;Drinking water;2007;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2007;0.54523;781.569.499;Unimproved;0.0054523
CHL;Chile;urban;Drinking water;2008;0.68784;9.965.936.733;Basic service;0.0068784
CHL;Chile;urban;Drinking water;2008;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2008;988.175;143.173.113.618;Safely managed service;0.988175
CHL;Chile;urban;Drinking water;2008;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2008;0.49466;7.166.926.995;Unimproved;0.0049466
CHL;Chile;urban;Drinking water;2009;0.65887;9.651.046.793;Basic service;0.0065887
CHL;Chile;urban;Drinking water;2009;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2009;9.889.705;1.448.640.117.258;Safely managed service;0.9889705
CHL;Chile;urban;Drinking water;2009;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2009;0.44408;6.504.936.031;Unimproved;0.0044408
CHL;Chile;urban;Drinking water;2010;0.62986;932.580.276;Basic service;0.0062986
CHL;Chile;urban;Drinking water;2010;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2010;9.897.663;1.465.468.191.437;Safely managed service;0.9897663
CHL;Chile;urban;Drinking water;2010;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2010;0.39351;5.826.405.982;Unimproved;0.0039351
CHL;Chile;urban;Drinking water;2011;0.60082;8.990.469.955;Basic service;0.0060082
CHL;Chile;urban;Drinking water;2011;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2011;9.905.624;1.482.245.723.875;Safely managed service;0.9905624
CHL;Chile;urban;Drinking water;2011;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2011;0.34294;5.131.606.371;Unimproved;0.0034294
CHL;Chile;urban;Drinking water;2012;0.57175;8.644.949.202;Basic service;0.0057175
CHL;Chile;urban;Drinking water;2012;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2012;9.913.588;1.498.946.174.839;Safely managed service;0.9913588
CHL;Chile;urban;Drinking water;2012;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2012;0.29236;4.420.576.103;Unimproved;0.0029236
CHL;Chile;urban;Drinking water;2013;0.5534;8.454.061.253;Basic service;0.005534
CHL;Chile;urban;Drinking water;2013;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2013;9.920.481;1.515.523.079.334;Safely managed service;0.9920481
CHL;Chile;urban;Drinking water;2013;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2013;0.24179;3.693.759.455;Unimproved;0.0024179
CHL;Chile;urban;Drinking water;2014;0.55836;8.621.776.455;Basic service;0.0055836
CHL;Chile;urban;Drinking water;2014;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2014;9.925.043;1.532.563.175.172;Safely managed service;0.9925043
CHL;Chile;urban;Drinking water;2014;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2014;0.19122;2.952.648.032;Unimproved;0.0019122
CHL;Chile;urban;Drinking water;2015;0.56332;8.794.183.476;Basic service;0.0056332
CHL;Chile;urban;Drinking water;2015;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2015;9.929.604;1.550.144.190.217;Safely managed service;0.9929604
CHL;Chile;urban;Drinking water;2015;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2015;0.14064;2.195.625.983;Unimproved;0.0014064
CHL;Chile;urban;Drinking water;2016;0.56829;8.984.257.001;Basic service;0.0056829
CHL;Chile;urban;Drinking water;2016;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2016;9.934.164;1.570.520.709.969;Safely managed service;0.9934164
CHL;Chile;urban;Drinking water;2016;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2016;0.09007;1.423.933.136;Unimproved;0.0009007
CHL;Chile;urban;Drinking water;2017;0.57326;9.212.735.465;Basic service;0.0057326
CHL;Chile;urban;Drinking water;2017;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2017;9.938.724;1.597.219.341.035;Safely managed service;0.9938724
CHL;Chile;urban;Drinking water;2017;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2017;0.0395;63.472.351;Unimproved;0.000395
CHL;Chile;urban;Drinking water;2018;0.57818;9.468.106.296;Basic service;0.0057818
CHL;Chile;urban;Drinking water;2018;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2018;9.942.182;162.810.559.363;Safely managed service;0.9942182
CHL;Chile;urban;Drinking water;2018;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2018;0;0;Unimproved;0
CHL;Chile;urban;Drinking water;2019;0.57818;9.647.941.918;Basic service;0.0057818
CHL;Chile;urban;Drinking water;2019;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2019;9.942.182;1.659.029.558.007;Safely managed service;0.9942182
CHL;Chile;urban;Drinking water;2019;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2019;0;0;Unimproved;0
CHL;Chile;urban;Drinking water;2020;0.57818;978.948.764;Basic service;0.0057818
CHL;Chile;urban;Drinking water;2020;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2020;9.942.182;1.683.369.312.285;Safely managed service;0.9942182
CHL;Chile;urban;Drinking water;2020;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2020;0;0;Unimproved;0
CHL;Chile;urban;Drinking water;2021;0.57818;9.897.457.932;Basic service;0.0057818
CHL;Chile;urban;Drinking water;2021;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2021;9.942.182;1.701.935.541.992;Safely managed service;0.9942182
CHL;Chile;urban;Drinking water;2021;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2021;0;0;Unimproved;0
CHL;Chile;urban;Drinking water;2022;0.57818;9.964.355.548;Basic service;0.0057818
CHL;Chile;urban;Drinking water;2022;0;0;Limited service;0
CHL;Chile;urban;Drinking water;2022;9.942.182;1.713.439.044.375;Safely managed service;0.9942182
CHL;Chile;urban;Drinking water;2022;0;0;Surface water;0
CHL;Chile;urban;Drinking water;2022;0;0;Unimproved;0
COL;Colombia;urban;Drinking water;2000;1.766.491;512.323.672.079;Basic service;0.1766491
COL;Colombia;urban;Drinking water;2000;0.01456;422.154.829;Limited service;0.0001456
COL;Colombia;urban;Drinking water;2000;8.063.933;2.338.729.034.052;Safely managed service;0.8063933
COL;Colombia;urban;Drinking water;2000;0.15962;4.629.463.166;Surface water;0.0015962
COL;Colombia;urban;Drinking water;2000;152.158;44.129.452.915;Unimproved;0.0152158
COL;Colombia;urban;Drinking water;2001;1.767.645;523.770.954.129;Basic service;0.1767645
COL;Colombia;urban;Drinking water;2001;0.01757;52.061.005;Limited service;0.0001757
COL;Colombia;urban;Drinking water;2001;8.070.569;239.139.120.749;Safely managed service;0.8070569
COL;Colombia;urban;Drinking water;2001;0.16423;4.866.434.537;Surface water;0.0016423
COL;Colombia;urban;Drinking water;2001;143.606;4.255.198.798;Unimproved;0.0143606
COL;Colombia;urban;Drinking water;2002;1.768.797;535.210.103.624;Basic service;0.1768797
COL;Colombia;urban;Drinking water;2002;0.02059;622.978.001;Limited service;0.0002059
COL;Colombia;urban;Drinking water;2002;8.077.205;2.444.034.238.502;Safely managed service;0.8077205
COL;Colombia;urban;Drinking water;2002;0.16885;5.108.988.744;Surface water;0.0016885
COL;Colombia;urban;Drinking water;2002;135.054;40.865.279.446;Unimproved;0.0135054
COL;Colombia;urban;Drinking water;2003;176.995;546.558.786.692;Basic service;0.176995
COL;Colombia;urban;Drinking water;2003;0.02361;729.146.627;Limited service;0.0002361
COL;Colombia;urban;Drinking water;2003;8.083.841;2.496.281.813.976;Safely managed service;0.8083841
COL;Colombia;urban;Drinking water;2003;0.17346;5.356.301.302;Surface water;0.0017346
COL;Colombia;urban;Drinking water;2003;126.502;39.063.768.259;Unimproved;0.0126502
COL;Colombia;urban;Drinking water;2004;1.771.102;557.798.347.336;Basic service;0.1771102
COL;Colombia;urban;Drinking water;2004;0.02664;839.043.758;Limited service;0.0002664
COL;Colombia;urban;Drinking water;2004;8.090.477;2.548.048.775.805;Safely managed service;0.8090477
COL;Colombia;urban;Drinking water;2004;0.17807;5.608.105.465;Surface water;0.0017807
COL;Colombia;urban;Drinking water;2004;11.795;37.147.749.445;Unimproved;0.011795
COL;Colombia;urban;Drinking water;2005;1.772.254;568.858.814.003;Basic service;0.1772254
COL;Colombia;urban;Drinking water;2005;0.02967;952.498.517;Limited service;0.0002967
COL;Colombia;urban;Drinking water;2005;8.097.113;2.599.015.197.961;Safely managed service;0.8097113
COL;Colombia;urban;Drinking water;2005;0.18268;5.863.586.308;Surface water;0.0018268
COL;Colombia;urban;Drinking water;2005;109.398;35.114.704.932;Unimproved;0.0109398
COL;Colombia;urban;Drinking water;2006;1.773.405;579.696.591.289;Basic service;0.1773405
COL;Colombia;urban;Drinking water;2006;0.03271;1.069.340.878;Limited service;0.0003271
COL;Colombia;urban;Drinking water;2006;8.103.749;2.648.981.180.179;Safely managed service;0.8103749
COL;Colombia;urban;Drinking water;2006;0.18729;612.213.616;Surface water;0.0018729
COL;Colombia;urban;Drinking water;2006;100.846;32.964.969.039;Unimproved;0.0100846
COL;Colombia;urban;Drinking water;2007;1.779.462;5.919.626.157;Basic service;0.1779462
COL;Colombia;urban;Drinking water;2007;0.03576;1.189.496.723;Limited service;0.0003576
COL;Colombia;urban;Drinking water;2007;8.105.478;269.639.956.988;Safely managed service;0.8105478
COL;Colombia;urban;Drinking water;2007;0.1919;638.377.822;Surface water;0.001919
COL;Colombia;urban;Drinking water;2007;0.92294;30.702.961.358;Unimproved;0.0092294
COL;Colombia;urban;Drinking water;2008;1.785.526;603.993.180.305;Basic service;0.1785526
COL;Colombia;urban;Drinking water;2008;0.03881;1.312.668.799;Limited service;0.0003881
COL;Colombia;urban;Drinking water;2008;81.072;2.742.436.743.739;Safely managed service;0.81072
COL;Colombia;urban;Drinking water;2008;0.19651;664.736.086;Surface water;0.0019651
COL;Colombia;urban;Drinking water;2008;0.83742;28.327.639.828;Unimproved;0.0083742
COL;Colombia;urban;Drinking water;2009;1.791.599;615.984.598.984;Basic service;0.1791599
COL;Colombia;urban;Drinking water;2009;0.04186;1.439.173.203;Limited service;0.0004186
COL;Colombia;urban;Drinking water;2009;8.108.913;2.787.993.549.172;Safely managed service;0.8108913
COL;Colombia;urban;Drinking water;2009;0.20112;6.914.882.336;Surface water;0.0020112
COL;Colombia;urban;Drinking water;2009;0.7519;25.851.792.766;Unimproved;0.007519
COL;Colombia;urban;Drinking water;2010;1.797.679;628.116.656.924;Basic service;0.1797679
COL;Colombia;urban;Drinking water;2010;0.04492;1.569.413.702;Limited service;0.0004492
COL;Colombia;urban;Drinking water;2010;8.110.618;2.833.885.141.383;Safely managed service;0.8110618
COL;Colombia;urban;Drinking water;2010;0.20573;7.188.326.715;Surface water;0.0020573
COL;Colombia;urban;Drinking water;2010;0.66638;23.283.693.517;Unimproved;0.0066638
COL;Colombia;urban;Drinking water;2011;1.803.766;640.205.573.843;Basic service;0.1803766
COL;Colombia;urban;Drinking water;2011;0.04798;1.702.943.867;Limited service;0.0004798
COL;Colombia;urban;Drinking water;2011;8.112.316;2.879.281.859.115;Safely managed service;0.8112316
COL;Colombia;urban;Drinking water;2011;0.21034;7.465.596.954;Surface water;0.0021034
COL;Colombia;urban;Drinking water;2011;0.58086;20.616.393.251;Unimproved;0.0058086
COL;Colombia;urban;Drinking water;2012;1.809.861;652.114.858.429;Basic service;0.1809861
COL;Colombia;urban;Drinking water;2012;0.05105;1.839.331.323;Limited service;0.0005105
COL;Colombia;urban;Drinking water;2012;8.114.005;292.357.502.272;Safely managed service;0.8114005
COL;Colombia;urban;Drinking water;2012;0.21495;7.744.994.628;Surface water;0.0021495
COL;Colombia;urban;Drinking water;2012;0.49534;17.847.795.208;Unimproved;0.0049534
COL;Colombia;urban;Drinking water;2013;1.815.963;663.846.551.221;Basic service;0.1815963
COL;Colombia;urban;Drinking water;2013;0.05412;19.784.707;Limited service;0.0005412
COL;Colombia;urban;Drinking water;2013;8.115.686;2.966.784.254.855;Safely managed service;0.8115686
COL;Colombia;urban;Drinking water;2013;0.21956;8.026.384.241;Surface water;0.0021956
COL;Colombia;urban;Drinking water;2013;0.40982;14.981.542.165;Unimproved;0.0040982
COL;Colombia;urban;Drinking water;2014;1.822.073;675.429.483.739;Basic service;0.1822073
COL;Colombia;urban;Drinking water;2014;0.0572;2.120.342.829;Limited service;0.000572
COL;Colombia;urban;Drinking water;2014;811.736;3.009.047.715.142;Safely managed service;0.811736
COL;Colombia;urban;Drinking water;2014;0.22417;8.309.962.233;Surface water;0.0022417
COL;Colombia;urban;Drinking water;2014;0.3243;12.021.664.177;Unimproved;0.003243
COL;Colombia;urban;Drinking water;2015;182.819;687.117.620.044;Basic service;0.182819
COL;Colombia;urban;Drinking water;2015;0.06028;2.265.690.006;Limited service;0.0006028
COL;Colombia;urban;Drinking water;2015;8.119.025;3.051.501.349.517;Safely managed service;0.8119025
COL;Colombia;urban;Drinking water;2015;0.22878;8.598.767.927;Surface water;0.0022878
COL;Colombia;urban;Drinking water;2015;0.23878;8.974.539.818;Unimproved;0.0023878
COL;Colombia;urban;Drinking water;2016;1.834.315;699.831.641.882;Basic service;0.1834315
COL;Colombia;urban;Drinking water;2016;0.06337;2.417.718.824;Limited service;0.0006337
COL;Colombia;urban;Drinking water;2016;8.120.682;3.098.218.801.033;Safely managed service;0.8120682
COL;Colombia;urban;Drinking water;2016;0.2334;8.904.539.346;Surface water;0.002334
COL;Colombia;urban;Drinking water;2016;0.15326;5.847.301.124;Unimproved;0.0015326
COL;Colombia;urban;Drinking water;2017;1.840.448;715.878.689.139;Basic service;0.1840448
COL;Colombia;urban;Drinking water;2017;0.06646;258.521.922;Limited service;0.0006646
COL;Colombia;urban;Drinking water;2017;8.122.331;3.159.341.802.915;Safely managed service;0.8122331
COL;Colombia;urban;Drinking water;2017;0.23801;9.257.711.103;Surface water;0.0023801
COL;Colombia;urban;Drinking water;2017;0.06774;2.634.978.227;Unimproved;0.0006774
COL;Colombia;urban;Drinking water;2018;184.626;734.902.635.433;Basic service;0.184626
COL;Colombia;urban;Drinking water;2018;0.06955;2.768.380.889;Limited service;0.0006955
COL;Colombia;urban;Drinking water;2018;8.122.528;3.233.167.782.315;Safely managed service;0.8122528
COL;Colombia;urban;Drinking water;2018;0.24257;9.655.623.503;Surface water;0.0024257
COL;Colombia;urban;Drinking water;2018;0;0;Unimproved;0
COL;Colombia;urban;Drinking water;2019;1.850.824;753.359.087.286;Basic service;0.1850824
COL;Colombia;urban;Drinking water;2019;0.07259;2.954.653.541;Limited service;0.0007259
COL;Colombia;urban;Drinking water;2019;811.722;3.304.032.710.092;Safely managed service;0.811722
COL;Colombia;urban;Drinking water;2019;0.24697;10.052.754.111;Surface water;0.0024697
COL;Colombia;urban;Drinking water;2019;0;0;Unimproved;0
COL;Colombia;urban;Drinking water;2020;1.855.387;769.434.533.618;Basic service;0.1855387
COL;Colombia;urban;Drinking water;2020;0.07563;3.136.342.141;Limited service;0.0007563
COL;Colombia;urban;Drinking water;2020;8.111.914;3.364.034.230.662;Safely managed service;0.8111914
COL;Colombia;urban;Drinking water;2020;0.25136;10.424.113.635;Surface water;0.0025136
COL;Colombia;urban;Drinking water;2020;0;0;Unimproved;0
COL;Colombia;urban;Drinking water;2021;186.472;785.226.628.234;Basic service;0.186472
COL;Colombia;urban;Drinking water;2021;0.07887;3.321.184.991;Limited service;0.0007887
COL;Colombia;urban;Drinking water;2021;8.127.393;3.422.415.765.401;Safely managed service;0.8127393
COL;Colombia;urban;Drinking water;2021;0;0;Surface water;0
COL;Colombia;urban;Drinking water;2021;0;0;Unimproved;0
COL;Colombia;urban;Drinking water;2022;1.869.377;795.655.942.416;Basic service;0.1869377
COL;Colombia;urban;Drinking water;2022;0.08192;3.486.759.853;Limited service;0.0008192
COL;Colombia;urban;Drinking water;2022;8.122.431;3.457.120.929.315;Safely managed service;0.8122431
COL;Colombia;urban;Drinking water;2022;0;0;Surface water;0
COL;Colombia;urban;Drinking water;2022;0;0;Unimproved;0
CRI;Costa Rica;urban;Drinking water;2000;1.930.099;45.353.339.472;Basic service;0.1930099
CRI;Costa Rica;urban;Drinking water;2000;0.17978;42.244.681;Limited service;0.0017978
CRI;Costa Rica;urban;Drinking water;2000;7.984.934;1.876.294.531;Safely managed service;0.7984934
CRI;Costa Rica;urban;Drinking water;2000;0.31065;729.970.597;Surface water;0.0031065
CRI;Costa Rica;urban;Drinking water;2000;0.35923;844.120.801;Unimproved;0.0035923
CRI;Costa Rica;urban;Drinking water;2001;1.930.859;47.278.082.328;Basic service;0.1930859
CRI;Costa Rica;urban;Drinking water;2001;0.17985;440.374.976;Limited service;0.0017985
CRI;Costa Rica;urban;Drinking water;2001;798.808;195.592.235.226;Safely managed service;0.798808
CRI;Costa Rica;urban;Drinking water;2001;0.2918;714.494.052;Surface water;0.002918
CRI;Costa Rica;urban;Drinking water;2001;0.33895;82.994.257;Unimproved;0.0033895
CRI;Costa Rica;urban;Drinking water;2002;193.162;49.176.014.148;Basic service;0.193162
CRI;Costa Rica;urban;Drinking water;2002;0.17992;458.053.364;Limited service;0.0017992
CRI;Costa Rica;urban;Drinking water;2002;7.991.225;20.344.407.897;Safely managed service;0.7991225
CRI;Costa Rica;urban;Drinking water;2002;0.27295;694.894.116;Surface water;0.0027295
CRI;Costa Rica;urban;Drinking water;2002;0.31867;81.129.165;Unimproved;0.0031867
CRI;Costa Rica;urban;Drinking water;2003;193.238;51.056.869.812;Basic service;0.193238
CRI;Costa Rica;urban;Drinking water;2003;0.17999;47.557.274;Limited service;0.0017999
CRI;Costa Rica;urban;Drinking water;2003;7.994.371;211.225.297.506;Safely managed service;0.7994371
CRI;Costa Rica;urban;Drinking water;2003;0.2541;671.382.266;Surface water;0.002541
CRI;Costa Rica;urban;Drinking water;2003;0.29839;788.408.217;Unimproved;0.0029839
CRI;Costa Rica;urban;Drinking water;2004;193.314;5.293.504.752;Basic service;0.193314
CRI;Costa Rica;urban;Drinking water;2004;0.18006;493.067.173;Limited service;0.0018006
CRI;Costa Rica;urban;Drinking water;2004;7.997.517;218.995.437.724;Safely managed service;0.7997517
CRI;Costa Rica;urban;Drinking water;2004;0.23525;644.188.221;Surface water;0.0023525
CRI;Costa Rica;urban;Drinking water;2004;0.27811;761.558.065;Unimproved;0.0027811
CRI;Costa Rica;urban;Drinking water;2005;1.933.901;54.813.117.946;Basic service;0.1933901
CRI;Costa Rica;urban;Drinking water;2005;0.18013;510.560.558;Limited service;0.0018013
CRI;Costa Rica;urban;Drinking water;2005;8.000.662;226.765.112.281;Safely managed service;0.8000662
CRI;Costa Rica;urban;Drinking water;2005;0.2164;613.352.858;Surface water;0.002164
CRI;Costa Rica;urban;Drinking water;2005;0.25783;730.788.499;Unimproved;0.0025783
CRI;Costa Rica;urban;Drinking water;2006;1.934.661;56.695.814.328;Basic service;0.1934661
CRI;Costa Rica;urban;Drinking water;2006;0.18021;528.097.082;Limited service;0.0018021
CRI;Costa Rica;urban;Drinking water;2006;8.003.808;234.553.946.837;Safely managed service;0.8003808
CRI;Costa Rica;urban;Drinking water;2006;0.19755;578.929.239;Surface water;0.0019755
CRI;Costa Rica;urban;Drinking water;2006;0.23756;696.162.743;Unimproved;0.0023756
CRI;Costa Rica;urban;Drinking water;2007;1.935.421;5.858.401.463;Basic service;0.1935421
CRI;Costa Rica;urban;Drinking water;2007;0.18028;545.684.873;Limited service;0.0018028
CRI;Costa Rica;urban;Drinking water;2007;8.006.953;242.365.551.979;Safely managed service;0.8006953
CRI;Costa Rica;urban;Drinking water;2007;0.1787;54.091.612;Surface water;0.001787
CRI;Costa Rica;urban;Drinking water;2007;0.21728;65.768.058;Unimproved;0.0021728
CRI;Costa Rica;urban;Drinking water;2008;1.936.182;60.484.055.079;Basic service;0.1936182
CRI;Costa Rica;urban;Drinking water;2008;0.18035;563.382.896;Limited service;0.0018035
CRI;Costa Rica;urban;Drinking water;2008;8.010.099;250.226.116.406;Safely managed service;0.8010099
CRI;Costa Rica;urban;Drinking water;2008;0.15985;499.353.917;Surface water;0.0015985
CRI;Costa Rica;urban;Drinking water;2008;0.197;615.393.667;Unimproved;0.00197
CRI;Costa Rica;urban;Drinking water;2009;1.936.942;62.377.802.506;Basic service;0.1936942
CRI;Costa Rica;urban;Drinking water;2009;0.18042;581.022.357;Limited service;0.0018042
CRI;Costa Rica;urban;Drinking water;2009;8.013.244;258.060.670.655;Safely managed service;0.8013244
CRI;Costa Rica;urban;Drinking water;2009;0.141;454.080.341;Surface water;0.00141
CRI;Costa Rica;urban;Drinking water;2009;0.17672;569.103.983;Unimproved;0.0017672
CRI;Costa Rica;urban;Drinking water;2010;1.934.119;64.131.869.889;Basic service;0.1934119
CRI;Costa Rica;urban;Drinking water;2010;0.21633;717.301.417;Limited service;0.0021633
CRI;Costa Rica;urban;Drinking water;2010;801.639;265.808.965.809;Safely managed service;0.801639
CRI;Costa Rica;urban;Drinking water;2010;0.12215;405.026.306;Surface water;0.0012215
CRI;Costa Rica;urban;Drinking water;2010;0.15644;518.718.405;Unimproved;0.0015644
CRI;Costa Rica;urban;Drinking water;2011;1.931.292;65.860.323.129;Basic service;0.1931292
CRI;Costa Rica;urban;Drinking water;2011;0.25226;860.264.397;Limited service;0.0025226
CRI;Costa Rica;urban;Drinking water;2011;8.019.536;273.479.674.568;Safely managed service;0.8019536
CRI;Costa Rica;urban;Drinking water;2011;0.1033;352.268.259;Surface water;0.001033
CRI;Costa Rica;urban;Drinking water;2011;0.13616;464.321.916;Unimproved;0.0013616
CRI;Costa Rica;urban;Drinking water;2012;1.933.187;677.102.709;Basic service;0.1933187
CRI;Costa Rica;urban;Drinking water;2012;0.24099;844.089.429;Limited service;0.0024099
CRI;Costa Rica;urban;Drinking water;2012;8.022.681;280.996.089.991;Safely managed service;0.8022681
CRI;Costa Rica;urban;Drinking water;2012;0.08445;295.784.502;Surface water;0.0008445
CRI;Costa Rica;urban;Drinking water;2012;0.11588;405.867.276;Unimproved;0.0011588
CRI;Costa Rica;urban;Drinking water;2013;1.935.082;69.512.277.738;Basic service;0.1935082
CRI;Costa Rica;urban;Drinking water;2013;0.22972;825.189.874;Limited service;0.0022972
CRI;Costa Rica;urban;Drinking water;2013;8.025.827;288.304.852.508;Safely managed service;0.8025827
CRI;Costa Rica;urban;Drinking water;2013;0.0656;235.644.521;Surface water;0.000656
CRI;Costa Rica;urban;Drinking water;2013;0.0956;343.412.655;Unimproved;0.000956
CRI;Costa Rica;urban;Drinking water;2014;1.936.978;71.257.567.656;Basic service;0.1936978
CRI;Costa Rica;urban;Drinking water;2014;0.21843;803.555.885;Limited service;0.0021843
CRI;Costa Rica;urban;Drinking water;2014;8.028.972;295.369.893.887;Safely managed service;0.8028972
CRI;Costa Rica;urban;Drinking water;2014;0.04675;171.977.869;Surface water;0.0004675
CRI;Costa Rica;urban;Drinking water;2014;0.07532;277.086.267;Unimproved;0.0007532
CRI;Costa Rica;urban;Drinking water;2015;1.938.875;72.951.749.827;Basic service;0.1938875
CRI;Costa Rica;urban;Drinking water;2015;0.20713;779.352.249;Limited service;0.0020713
CRI;Costa Rica;urban;Drinking water;2015;8.032.118;302.214.937.074;Safely managed service;0.8032118
CRI;Costa Rica;urban;Drinking water;2015;0.0279;104.968.524;Surface water;0.000279
CRI;Costa Rica;urban;Drinking water;2015;0.05504;207.093.519;Unimproved;0.0005504
CRI;Costa Rica;urban;Drinking water;2016;1.940.773;74.606.335.867;Basic service;0.1940773
CRI;Costa Rica;urban;Drinking water;2016;0.19583;752.789.518;Limited service;0.0019583
CRI;Costa Rica;urban;Drinking water;2016;8.035.263;3.088.880.011;Safely managed service;0.8035263
CRI;Costa Rica;urban;Drinking water;2016;0.00905;3.478.065;Surface water;0.0000905
CRI;Costa Rica;urban;Drinking water;2016;0.03476;13.362.606;Unimproved;0.0003476
CRI;Costa Rica;urban;Drinking water;2017;1.942.672;76.214.174.204;Basic service;0.1942672
CRI;Costa Rica;urban;Drinking water;2017;0.18451;723.873.642;Limited service;0.0018451
CRI;Costa Rica;urban;Drinking water;2017;8.038.409;315.359.826.989;Safely managed service;0.8038409
